0.00106, -52.31527
0.02586, -57.43842
0.04354, -62.56158
0.05941, -68.86700
0.07889, -73.20197
0.10015, -77.14286
0.12673, -82.26601
0.15690, -85.81281
0.19426, -86.20690
0.21568, -83.05419
0.24245, -79.50739
0.26393, -73.59606
0.29438, -64.53202
0.32840, -55.07389
0.35702, -48.37438
0.38201, -44.82759
0.40517, -43.64532
0.43186, -43.64532
0.46205, -46.00985
0.49400, -49.55665
0.53483, -53.89163
0.56503, -56.25616
0.60594, -56.84729
0.64329, -57.83251
0.67532, -57.83251
0.71093, -56.65025
0.74832, -55.46798
0.78394, -53.89163
0.82312, -52.70936
0.87119, -51.13300
0.92283, -49.55665
0.96558, -47.58621
0.99757, -49.16256
